FIPS,zone,hazard,vulnerability,zone_score,CALC,risk_score
08005006857,20,8.1,0.0203,0.38934972311381916,0.01,0.081
08005006858,20,8.7,0.4708,0.38934972311381916,0.08145027688618084,0.7086174089097732
08005007103,20,10.0,0.1556,0.38934972311381916,0.01,0.1
08005007105,20,10.0,0.6199,0.38934972311381916,0.23055027688618085,2.3055027688618086
08005007106,20,10.0,0.1191,0.38934972311381916,0.01,0.1
08005007107,20,9.8,0.1921,0.38934972311381916,0.01,0.098
08005007202,1,9.1,0.8712,1.0,0.01,0.091
08005007301,20,8.6,0.8955,0.38934972311381916,0.5061502768861807,4.352892381221154
08005007302,1,9.2,0.9814,1.0,0.01,0.092
08005007400,1,8.2,0.8841,1.0,0.01,0.08199999999999999
08005007500,1,8.5,0.8104,1.0,0.01,0.085
08005007600,20,8.7,0.9668,0.38934972311381916,0.5774502768861809,5.023817408909773
08005007702,20,8.6,0.8476,0.38934972311381916,0.45825027688618086,3.9409523812211553
08005007703,1,8.2,0.9757,1.0,0.01,0.08199999999999999
08005007704,1,7.5,0.8639,1.0,0.01,0.075
08005080000,1,8.8,0.9173,1.0,0.01,0.08800000000000001
08005080100,1,8.4,0.9708,1.0,0.01,0.084
08005080200,1,8.3,0.6483,1.0,0.01,0.083
08005080300,1,7.3,0.6783,1.0,0.01,0.073
08005080400,1,9.4,0.3647,1.0,0.01,0.094
08005080500,20,7.1,0.5243,0.38934972311381916,0.13495027688618083,0.9581469658918839
08005080600,20,8.0,0.4692,0.38934972311381916,0.07985027688618085,0.6388022150894468
08005080700,20,8.1,0.8525,0.38934972311381916,0.4631502768861809,3.751517242778065
08005080800,1,7.1,0.9311,1.0,0.01,0.071
08005080900,1,7.3,0.6669,1.0,0.01,0.073
08005081000,20,9.1,0.9587,0.38934972311381916,0.5693502768861809,5.181087519664246
08005081100,20,8.9,0.8541,0.38934972311381916,0.4647502768861808,4.1362774642870095
08005081200,20,7.3,0.7399,0.38934972311381916,0.35055027688618084,2.55901702126912
08005081300,20,8.1,0.9287,0.38934972311381916,0.5393502768861809,4.368737242778065
08005081400,20,8.3,0.7763,0.38934972311381916,0.38695027688618083,3.2116872981553013
08005081500,20,7.0,0.2682,0.38934972311381916,0.01,0.07
08005081600,20,7.4,0.7674,0.38934972311381916,0.3780502768861808,2.797572048957738
08005081700,0,6.8,0.0794,0.0,0.0794,0.53992
08005081800,20,8.8,0.9684,0.38934972311381916,0.5790502768861809,5.095642436598393
08005081900,20,8.7,0.9878,0.38934972311381916,0.5984502768861808,5.2065174089097725
08005082000,20,9.2,0.8169,0.38934972311381916,0.4275502768861808,3.933462547352863
08005082100,20,9.0,0.8517,0.38934972311381916,0.46235027688618086,4.161152491975628
08005082200,20,9.0,0.6572,0.38934972311381916,0.26785027688618085,2.4106524919756276
08005082300,20,8.9,0.7934,0.38934972311381916,0.40405027688618084,3.5960474642870097
08005082400,20,8.9,0.7723,0.38934972311381916,0.38295027688618083,3.4082574642870096
08005082500,20,8.4,0.6118,0.38934972311381916,0.22245027688618085,1.8685823258439191
08005082600,20,9.0,0.7998,0.38934972311381916,0.4104502768861808,3.694052491975627
08005082700,20,7.9,0.4141,0.38934972311381916,0.024750276886180866,0.19552718740082886
08005082800,20,7.8,0.6078,0.38934972311381916,0.21845027688618085,1.7039121597122107
08005082900,20,8.0,0.6021,0.38934972311381916,0.2127502768861808,1.7020022150894465
08005083000,20,6.7,0.2188,0.38934972311381916,0.01,0.067
08005083100,20,8.8,0.3833,0.38934972311381916,0.01,0.08800000000000001
08005083200,20,8.9,0.2002,0.38934972311381916,0.01,0.08900000000000001
08005083300,20,8.6,0.423,0.38934972311381916,0.03365027688618083,0.2893923812211551
08005083400,20,8.8,0.5057,0.38934972311381916,0.11635027688618088,1.0238824365983918
08005083500,20,8.4,0.8363,0.38934972311381916,0.4469502768861809,3.7543823258439195
08005083600,20,8.4,0.44,0.38934972311381916,0.050650276886180845,0.42546232584391913
08005083700,0,9.7,0.5908,0.0,0.5908,5.730759999999999
08005083800,20,6.8,0.7164,0.38934972311381916,0.3270502768861809,2.22394188282603
08005083900,20,6.4,0.4327,0.38934972311381916,0.043350276886180816,0.27744177207155724
08005084000,20,8.3,0.3979,0.38934972311381916,0.01,0.083
08005084100,20,8.5,0.5203,0.38934972311381916,0.13095027688618083,1.1130773535325371
08005084200,0,8.4,0.4546,0.0,0.4546,3.8186400000000003
08005084300,20,8.1,0.5867,0.38934972311381916,0.19735027688618084,1.5985372427780649
08005084400,0,8.0,0.5381,0.0,0.5381,4.3048
08005084500,20,7.9,0.6499,0.38934972311381916,0.2605502768861809,2.058347187400829
08005084600,0,7.1,0.5648,0.0,0.5648,4.010079999999999
08005084700,20,7.9,0.4652,0.38934972311381916,0.07585027688618085,0.5992171874008287
08005084800,0,7.8,0.3274,0.0,0.3274,2.55372
08005084900,0,8.0,0.0656,0.0,0.0656,0.5248
08005085000,0,8.8,0.2472,0.0,0.2472,2.1753600000000004
08005085100,0,8.3,0.0989,0.0,0.0989,0.8208700000000001
08005085200,0,8.2,0.1029,0.0,0.1029,0.84378
08005085300,0,8.3,0.1629,0.0,0.1629,1.35207
08005085400,0,7.6,0.1475,0.0,0.1475,1.121
08005085500,0,8.5,0.0835,0.0,0.0835,0.70975
08005085600,0,8.3,0.154,0.0,0.154,1.2782
08005085700,0,8.2,0.513,0.0,0.513,4.2066
08005085800,0,7.8,0.1888,0.0,0.1888,1.47264
08005085900,0,8.0,0.2042,0.0,0.2042,1.6336
08005086000,0,8.6,0.3282,0.0,0.3282,2.82252
08005086100,0,7.4,0.1669,0.0,0.1669,1.23506
08005086200,0,7.6,0.0802,0.0,0.0802,0.60952
08005086300,0,9.7,0.3671,0.0,0.3671,3.5608699999999995
08005086400,0,9.2,0.0243,0.0,0.0243,0.22355999999999998
08005086500,0,7.2,0.2139,0.0,0.2139,1.5400800000000001
08005086600,0,7.7,0.1564,0.0,0.1564,1.20428
08005086700,0,9.1,0.017,0.0,0.017,0.1547
08005086800,1,8.8,0.684,1.0,0.01,0.08800000000000001
08005086900,1,7.5,0.6799,1.0,0.01,0.075
08005087000,1,8.4,0.6629,1.0,0.01,0.084
08005087100,1,7.5,0.8233,1.0,0.01,0.075
08005087200,1,9.0,0.5883,1.0,0.01,0.09
08005087300,1,8.8,0.8152,1.0,0.01,0.08800000000000001
08013012101,4,7.0,0.13699999999999998,0.6437202829197387,0.01,0.07
08013012102,4,8.4,0.4595,0.6437202829197387,0.01,0.084
08013012103,4,7.6,0.1759,0.6437202829197387,0.01,0.076
08013012104,4,5.8,0.3177,0.6437202829197387,0.01,0.057999999999999996
08013012105,4,7.8,0.6086,0.6437202829197387,0.01,0.078
08013012201,4,7.7,0.1313,0.6437202829197387,0.01,0.077
08013012202,4,8.7,0.5348,0.6437202829197387,0.01,0.087
08013012203,4,10.0,0.7034,0.6437202829197387,0.05967971708026132,0.5967971708026132
08013012204,4,8.2,0.32899999999999996,0.6437202829197387,0.01,0.08199999999999999
08013012501,4,8.9,0.2666,0.6437202829197387,0.01,0.08900000000000001
08013012505,4,7.4,0.171,0.6437202829197387,0.01,0.07400000000000001
08013012507,4,8.0,0.3614,0.6437202829197387,0.01,0.08
08013012508,4,9.0,0.3233,0.6437202829197387,0.01,0.09
08013012509,4,7.1,0.2131,0.6437202829197387,0.01,0.071
08013012510,4,10.0,0.1451,0.6437202829197387,0.01,0.1
08013012603,4,9.6,0.26899999999999996,0.6437202829197387,0.01,0.096
08013012605,4,9.5,0.3493,0.6437202829197387,0.01,0.095
08013012607,4,8.9,0.5608,0.6437202829197387,0.01,0.08900000000000001
08013012701,4,10.0,0.0138,0.6437202829197387,0.01,0.1
08013012705,4,9.7,0.1467,0.6437202829197387,0.01,0.09699999999999999
08013012708,4,10.0,0.034,0.6437202829197387,0.01,0.1
08013012709,20,10.0,0.0665,0.38934972311381916,0.01,0.1
08013012710,3,10.0,0.3752,0.403410359898172,0.01,0.1
08013012800,3,10.0,0.0292,0.403410359898172,0.01,0.1
08013012903,3,10.0,0.0089,0.403410359898172,0.01,0.1
08013012904,3,9.0,0.4044,0.403410359898172,0.01,0.09
08013012905,3,7.5,0.7374,0.403410359898172,0.3339896401018281,2.5049223007637105
08013012907,3,10.0,0.5429,0.403410359898172,0.13948964010182807,1.3948964010182807
08013013003,3,10.0,0.2018,0.403410359898172,0.01,0.1
08013013004,3,5.3,0.1823,0.403410359898172,0.01,0.053
08013013005,3,7.2,0.1815,0.403410359898172,0.01,0.07200000000000001
08013013006,3,10.0,0.141,0.403410359898172,0.01,0.1
08013013205,20,10.0,0.0908,0.38934972311381916,0.01,0.1
08013013210,20,9.5,0.795,0.38934972311381916,0.4056502768861809,3.8536776304187184
08013013211,20,10.0,0.7496,0.38934972311381916,0.3602502768861809,3.6025027688618088
08013013212,20,9.3,0.5462,0.38934972311381916,0.15685027688618086,1.4587075750414822
08013013302,20,9.4,0.5559,0.38934972311381916,0.1665502768861808,1.5655726027300996
08013013401,20,9.5,0.9749,0.38934972311381916,0.5855502768861809,5.562727630418719
08013013402,20,10.0,0.6686,0.38934972311381916,0.2792502768861808,2.7925027688618083
08013013507,20,8.4,0.3825,0.38934972311381916,0.01,0.084
08013013702,20,10.0,0.2164,0.38934972311381916,0.01,0.1
08013060600,3,10.0,0.3047,0.403410359898172,0.01,0.1
08013060700,3,8.3,0.2869,0.403410359898172,0.01,0.083
08013060800,3,10.0,0.6378,0.403410359898172,0.23438964010182806,2.343896401018281
08013060900,3,8.2,0.1702,0.403410359898172,0.01,0.08199999999999999
08013061300,3,10.0,0.2342,0.403410359898172,0.01,0.1
08013061400,3,7.9,0.1305,0.403410359898172,0.01,0.079
08014030000,3,8.5,0.6361,0.403410359898172,0.23268964010182802,1.9778619408655382
08014030100,3,8.3,0.6402,0.403410359898172,0.23678964010182801,1.9653540128451727
08014030200,3,9.2,0.2642,0.403410359898172,0.01,0.092
08014030400,3,8.0,0.013000000000000001,0.403410359898172,0.01,0.08
08014030500,3,8.3,0.2917,0.403410359898172,0.01,0.083
08014030600,3,9.2,0.4481,0.403410359898172,0.04468964010182802,0.41114468893681777
08014030700,20,9.3,0.1232,0.38934972311381916,0.01,0.09300000000000001
08014030800,3,9.3,0.2553,0.403410359898172,0.01,0.09300000000000001
08014030900,3,5.1,0.1588,0.403410359898172,0.01,0.051
08014031000,3,9.8,0.0681,0.403410359898172,0.01,0.098
08014031100,3,10.0,0.3938,0.403410359898172,0.01,0.1
08014031200,3,8.6,0.3987,0.403410359898172,0.01,0.086
08014031300,3,9.6,0.0178,0.403410359898172,0.01,0.096
08014031400,20,10.0,0.0308,0.38934972311381916,0.01,0.1
08019014800,20,10.0,0.7099,0.38934972311381916,0.3205502768861808,3.205502768861808
08031000102,2,7.1,0.1637,0.4312970228535627,0.01,0.071
08031000201,20,8.0,0.8444,0.38934972311381916,0.4550502768861809,3.640402215089447
08031000202,20,7.9,0.6864,0.38934972311381916,0.29705027688618085,2.346697187400829
08031000301,2,6.4,0.5194,0.4312970228535627,0.08810297714643728,0.5638590537371986
08031000302,2,5.7,0.1159,0.4312970228535627,0.01,0.057
08031000303,2,6.0,0.3922,0.4312970228535627,0.01,0.06
08031000401,2,6.9,0.6094,0.4312970228535627,0.17810297714643736,1.2289105423104179
08031000402,1,8.5,0.5186,1.0,0.01,0.085
08031000501,2,7.2,0.0624,0.4312970228535627,0.01,0.07200000000000001
08031000502,2,7.5,0.7844,0.4312970228535627,0.3531029771464373,2.6482723285982797
08031000600,1,9.8,0.6904,1.0,0.01,0.098
08031000701,2,7.4,0.9214,0.4312970228535627,0.4901029771464373,3.6267620308836364
08031000702,1,8.5,0.9562,1.0,0.01,0.085
08031000800,1,9.5,1.0,1.0,0.01,0.095
08031000902,2,7.6,0.8217,0.4312970228535627,0.3904029771464373,2.967062626312923
08031000903,1,8.4,0.825,1.0,0.01,0.084
08031000904,2,8.6,0.9538,0.4312970228535627,0.5225029771464373,4.493525603459361
08031000905,1,8.5,0.7139,1.0,0.01,0.085
08031001000,1,9.7,0.8857,1.0,0.01,0.09699999999999999
08031001102,1,9.2,0.6434,1.0,0.01,0.092
08031001301,1,8.8,0.9222,1.0,0.01,0.08800000000000001
08031001302,1,9.7,0.8266,1.0,0.01,0.09699999999999999
08031001401,1,9.4,0.9068,1.0,0.01,0.094
08031001402,1,9.6,0.7982,1.0,0.01,0.096
08031001403,1,9.5,0.6702,1.0,0.01,0.095
08031001701,1,9.5,0.4319,1.0,0.01,0.095
08031001800,1,9.0,0.8590000000000001,1.0,0.01,0.09
08031002000,1,9.2,0.1426,1.0,0.01,0.092
08031002100,1,9.6,0.6305,1.0,0.01,0.096
08031002300,1,8.3,0.6961,1.0,0.01,0.083
08031002403,1,8.6,0.688,1.0,0.01,0.086
08031002601,1,8.0,0.5624,1.0,0.01,0.08
08031002602,1,7.7,0.2374,1.0,0.01,0.077
08031002701,1,7.9,0.5818,1.0,0.01,0.079
08031002702,1,8.3,0.2407,1.0,0.01,0.083
08031002703,1,7.1,0.5065,1.0,0.01,0.071
08031002801,1,9.0,0.1361,1.0,0.01,0.09
08031002802,1,9.0,0.3128,1.0,0.01,0.09
08031002803,1,8.9,0.37200000000000005,1.0,0.01,0.08900000000000001
08031002901,1,9.2,0.278,1.0,0.01,0.092
08031002902,1,8.9,0.0016,1.0,0.01,0.08900000000000001
08031003001,1,8.9,0.0494,1.0,0.01,0.08900000000000001
08031003002,1,9.1,0.2812,1.0,0.01,0.091
08031003101,1,7.6,0.4303,1.0,0.01,0.076
08031003201,1,8.0,0.3363,1.0,0.01,0.08
08031003202,1,7.8,0.342,1.0,0.01,0.078
08031003203,1,8.6,0.0689,1.0,0.01,0.086
08031003300,1,8.1,0.0389,1.0,0.01,0.081
08031003401,1,8.2,0.0713,1.0,0.01,0.08199999999999999
08031003402,1,8.5,0.0559,1.0,0.01,0.085
08031003500,1,9.6,0.9595,1.0,0.01,0.096
08031003601,1,8.6,0.8647,1.0,0.01,0.086
08031003602,1,8.8,0.8088,1.0,0.01,0.08800000000000001
08031003603,1,7.9,0.4295,1.0,0.01,0.079
08031003702,1,8.1,0.2731,1.0,0.01,0.081
08031003703,1,8.7,0.1264,1.0,0.01,0.087
08031003800,1,8.6,0.3371,1.0,0.01,0.086
08031003901,1,8.8,0.0251,1.0,0.01,0.08800000000000001
08031003902,1,8.2,0.2512,1.0,0.01,0.08199999999999999
08031004002,1,8.4,0.0997,1.0,0.01,0.084
08031004003,1,8.6,0.235,1.0,0.01,0.086
08031004004,1,6.6,0.1621,1.0,0.01,0.066
08031004005,1,8.2,0.5259,1.0,0.01,0.08199999999999999
08031004103,1,8.1,0.3112,1.0,0.01,0.081
08031004104,1,8.1,0.4676,1.0,0.01,0.081
08031004107,1,9.7,0.4182,1.0,0.01,0.09699999999999999
08031004201,1,8.4,0.3404,1.0,0.01,0.084
08031004301,1,8.7,0.5081,1.0,0.01,0.087
08031004302,1,8.6,0.2245,1.0,0.01,0.086
08031004303,1,8.3,0.0867,1.0,0.01,0.083
08031004304,1,9.0,0.2083,1.0,0.01,0.09
08031004306,1,8.8,0.3339,1.0,0.01,0.08800000000000001
08031004403,1,9.5,0.7553,1.0,0.01,0.095
08031004404,1,9.3,0.9133,1.0,0.01,0.09300000000000001
08031004405,1,9.5,0.4433,1.0,0.01,0.095
08031004503,2,7.4,0.8784,0.4312970228535627,0.44710297714643726,3.308562030883636
08031004504,2,7.1,0.7974,0.4312970228535627,0.3661029771464373,2.599331137739705
08031004505,1,7.3,0.9003,1.0,0.01,0.073
08031004506,1,6.9,0.9344,1.0,0.01,0.069
08031004601,2,7.2,0.735,0.4312970228535627,0.3037029771464373,2.1866614354543485
08031004602,1,7.5,0.9619,1.0,0.01,0.075
08031004603,20,6.8,0.8331,0.38934972311381916,0.4437502768861808,3.0175018828260294
08031004700,2,8.0,0.8995,0.4312970228535627,0.46820297714643727,3.745623817171498
08031004801,20,8.7,0.7869,0.38934972311381916,0.3975502768861809,3.4586874089097734
08031005002,1,9.2,0.91,1.0,0.01,0.092
08031005102,1,8.2,0.436,1.0,0.01,0.08199999999999999
08031005200,1,9.1,0.4344,1.0,0.01,0.091
08031005503,20,8.6,0.7634,0.38934972311381916,0.3740502768861808,3.216832381221155
08031006701,1,5.2,0.0883,1.0,0.01,0.052000000000000005
08031006804,1,9.2,0.2909,1.0,0.01,0.092
08031006809,1,8.0,0.3306,1.0,0.01,0.08
08031006810,1,7.9,0.3509,1.0,0.01,0.079
08031006811,1,8.4,0.517,1.0,0.01,0.084
08031006812,1,8.3,0.3809,1.0,0.01,0.083
