geometry,latitude,longitude,distance,elevation,name,types,plus_code,vicinity,lifeline_number,lifeline_category
"{'location': {'lat': 39.8316514, 'lng': -105.0024968}, 'viewport': {'northeast': {'lat': 39.8329903802915, 'lng': -105.0013466697085}, 'southwest': {'lat': 39.8302924197085, 'lng': -105.0040446302915}}}",39.8316514,-105.0024968,10.3406,1615,Pima Medical Institute - Denver,"['university', 'school', 'health', 'point_of_interest', 'establishment']","{'compound_code': 'RXJX+M2 Denver, Colorado, United States', 'global_code': '85FPRXJX+M2'}","7475 Dakin Street, Denver",1,safety_security
"{'location': {'lat': 39.839137, 'lng': -105.4820208}, 'viewport': {'northeast': {'lat': 39.8404884302915, 'lng': -105.4811509697085}, 'southwest': {'lat': 39.83779046970851, 'lng': -105.4838489302915}}}",39.839137,-105.4820208,43.5094,2822,Gilpin County Sheriff,"['police', 'local_government_office', 'point_of_interest', 'establishment']","{'compound_code': 'RGQ9+M5 Black Hawk, Colorado, United States', 'global_code': '85FPRGQ9+M5'}","2960 Dory Hill Road #300, Black Hawk",1,safety_security
"{'location': {'lat': 39.83937299999999, 'lng': -105.087435}, 'viewport': {'northeast': {'lat': 39.8405307302915, 'lng': -105.0860673697085}, 'southwest': {'lat': 39.8378327697085, 'lng': -105.0887653302915}}}",39.83937299999999,-105.087435,13.9053,1664,Arvada Fire Protection District,"['fire_station', 'point_of_interest', 'establishment']","{'compound_code': 'RWQ7+P2 Arvada, Colorado, United States', 'global_code': '85FPRWQ7+P2'}","7903 Allison Way, Arvada",1,safety_security
"{'location': {'lat': 39.84186510000001, 'lng': -104.9969586}, 'viewport': {'northeast': {'lat': 39.8432519302915, 'lng': -104.9958101697085}, 'southwest': {'lat': 39.8405539697085, 'lng': -104.9985081302915}}}",39.84186510000001,-104.9969586,11.4388,1642,North Washington Fire Department,"['fire_station', 'point_of_interest', 'establishment']","{'compound_code': 'R2R3+P6 Sherrelwood, Colorado, United States', 'global_code': '85FQR2R3+P6'}","7980 Elmwood Lane, Denver",1,safety_security
"{'location': {'lat': 39.84280500000001, 'lng': -104.978449}, 'viewport': {'northeast': {'lat': 39.8441532802915, 'lng': -104.9768217197085}, 'southwest': {'lat': 39.8414553197085, 'lng': -104.9795196802915}}}",39.84280500000001,-104.978449,11.5731,1598,North Washington Fire Department,"['fire_station', 'point_of_interest', 'establishment']","{'compound_code': 'R2VC+4J Welby, Colorado, United States', 'global_code': '85FQR2VC+4J'}","8055 Washington Street, Denver",1,safety_security
"{'location': {'lat': 39.8504515, 'lng': -105.1111614}, 'viewport': {'northeast': {'lat': 39.8515347302915, 'lng': -105.1095985197085}, 'southwest': {'lat': 39.8488367697085, 'lng': -105.1122964802915}}}",39.8504515,-105.1111614,16.1312,1686,Standley Lake Library - Jefferson County Public Library,"['library', 'point_of_interest', 'establishment']","{'compound_code': 'VV2Q+5G Arvada, Colorado, United States', 'global_code': '85FPVV2Q+5G'}","8485 Kipling Street, Arvada",1,safety_security
"{'location': {'lat': 39.8507727, 'lng': -105.0232594}, 'viewport': {'northeast': {'lat': 39.8521215802915, 'lng': -105.0220306197085}, 'southwest': {'lat': 39.8494236197085, 'lng': -105.0247285802915}}}",39.8507727,-105.0232594,12.7329,1685,Adams County Motor Vehicle,"['local_government_office', 'point_of_interest', 'establishment']","{'compound_code': 'VX2G+8M Westminster, Colorado, United States', 'global_code': '85FPVX2G+8M'}","8452 Federal Boulevard, Westminster",1,safety_security
"{'location': {'lat': 39.8591025, 'lng': -105.0156083}, 'viewport': {'northeast': {'lat': 39.8605100802915, 'lng': -105.0141107197085}, 'southwest': {'lat': 39.8578121197085, 'lng': -105.0168086802915}}}",39.85910250000001,-105.01560829999998,13.5183,1674,Federal Heights Police Department,"['police', 'point_of_interest', 'establishment']","{'compound_code': 'VX5M+JQ Federal Heights, Colorado, United States', 'global_code': '85FPVX5M+JQ'}","2380 West 90th Avenue, Federal Heights",1,safety_security
"{'location': {'lat': 39.8626343, 'lng': -105.0489574}, 'viewport': {'northeast': {'lat': 39.8643964302915, 'lng': -105.0476121697085}, 'southwest': {'lat': 39.8616984697085, 'lng': -105.0503101302915}}}",39.8626343,-105.0489574,14.6251,1681,Westminster City Clerk,"['city_hall', 'local_government_office', 'point_of_interest', 'establishment']","{'compound_code': 'VX72+3C Westminster, Colorado, United States', 'global_code': '85FPVX72+3C'}","4800 West 92nd Avenue, Westminster",1,safety_security
"{'location': {'lat': 39.8667923, 'lng': -104.9981245}, 'viewport': {'northeast': {'lat': 39.8681743302915, 'lng': -104.9965451697085}, 'southwest': {'lat': 39.8654763697085, 'lng': -104.9992431302915}}}",39.86679229999999,-104.99812450000002,14.2152,1624,Anythink Huron Street,"['library', 'point_of_interest', 'establishment']","{'compound_code': 'V282+PQ Denver, Colorado, United States', 'global_code': '85FQV282+PQ'}","9417 Huron Street, Denver",1,safety_security
"{'location': {'lat': 39.8671806, 'lng': -105.0919574}, 'viewport': {'northeast': {'lat': 39.8685337802915, 'lng': -105.0905173197085}, 'southwest': {'lat': 39.8658358197085, 'lng': -105.0932152802915}}}",39.86718060000001,-105.0919574,16.6883,1655,Woodrow Wilson Academy,"['primary_school', 'secondary_school', 'school', 'point_of_interest', 'establishment']","{'compound_code': 'VW85+V6 Westminster, Colorado, United States', 'global_code': '85FPVW85+V6'}","8300 West 94th Avenue, Westminster",1,safety_security
"{'location': {'lat': 39.8695877, 'lng': -104.9860294}, 'viewport': {'northeast': {'lat': 39.87086283029149, 'lng': -104.9844748197085}, 'southwest': {'lat': 39.8681648697085, 'lng': -104.9871727802915}}}",39.8695877,-104.9860294,14.5149,1653,The Thornton Police Department,"['police', 'point_of_interest', 'establishment']","{'compound_code': 'V297+RH Thornton, Colorado, United States', 'global_code': '85FQV297+RH'}","9551 Civic Center Drive, Thornton",1,safety_security
"{'location': {'lat': 39.8701359, 'lng': -104.9841948}, 'viewport': {'northeast': {'lat': 39.8714852802915, 'lng': -104.9828797697085}, 'southwest': {'lat': 39.8687873197085, 'lng': -104.9855777302915}}}",39.8701359,-104.98419479999998,14.5806,1658,Thornton Fire Department,"['fire_station', 'point_of_interest', 'establishment']","{'compound_code': 'V2C8+38 Thornton, Colorado, United States', 'global_code': '85FQV2C8+38'}","9500 Civic Center Drive, Thornton",1,safety_security
"{'location': {'lat': 39.898255, 'lng': -104.967026}, 'viewport': {'northeast': {'lat': 39.8995230302915, 'lng': -104.9656747197085}, 'southwest': {'lat': 39.8968250697085, 'lng': -104.9683726802915}}}",39.898255,-104.967026,17.8126,1606,Masjid Ikhlas | Metropolitan Denver North Islamic Center,"['mosque', 'place_of_worship', 'point_of_interest', 'establishment']","{'compound_code': 'V2XM+85 Northglenn, Colorado, United States', 'global_code': '85FQV2XM+85'}","11141 Irma Drive, Northglenn",1,safety_security
"{'location': {'lat': 39.9013814, 'lng': -105.037248}, 'viewport': {'northeast': {'lat': 39.9022595, 'lng': -105.03040795}, 'southwest': {'lat': 39.89874709999998, 'lng': -105.04626375}}}",39.9013814,-105.037248,18.4914,1619,Front Range Community College,"['university', 'point_of_interest', 'establishment']","{'compound_code': 'WX27+H4 Westminster, Colorado, United States', 'global_code': '85FPWX27+H4'}","3645 West 112th Avenue, Westminster",1,safety_security
"{'location': {'lat': 39.9014731, 'lng': -105.0378855}, 'viewport': {'northeast': {'lat': 39.9026296802915, 'lng': -105.0362990197085}, 'southwest': {'lat': 39.8999317197085, 'lng': -105.0389969802915}}}",39.9014731,-105.0378855,18.5133,1617,The Journey Church,"['church', 'place_of_worship', 'point_of_interest', 'establishment']","{'compound_code': 'WX26+HR Westminster, Colorado, United States', 'global_code': '85FPWX26+HR'}","3645 West 112th Avenue, Westminster",1,safety_security
"{'location': {'lat': 39.9022236, 'lng': -104.9828153}, 'viewport': {'northeast': {'lat': 39.9041410802915, 'lng': -104.98044035}, 'southwest': {'lat': 39.9014431197085, 'lng': -104.98360695}}}",39.902223600000006,-104.9828153,18.1545,1644,Immaculate Heart of Mary Catholic Parish,"['church', 'place_of_worship', 'point_of_interest', 'establishment']","{'compound_code': 'W228+VV Northglenn, Colorado, United States', 'global_code': '85FQW228+VV'}","11385 Grant Drive, Northglenn",1,safety_security
"{'location': {'lat': 39.9095883, 'lng': -104.9883891}, 'viewport': {'northeast': {'lat': 39.9107640302915, 'lng': -104.9871240697085}, 'southwest': {'lat': 39.9080660697085, 'lng': -104.9898220302915}}}",39.9095883,-104.98838909999998,18.9638,1648,Northglenn Police Patrol Division,"['police', 'point_of_interest', 'establishment']","{'compound_code': 'W256+RJ Northglenn, Colorado, United States', 'global_code': '85FQW256+RJ'}","11701 Community Center Drive, Northglenn",1,safety_security
"{'location': {'lat': 39.90959, 'lng': -104.988289}, 'viewport': {'northeast': {'lat': 39.91075478029149, 'lng': -104.9870386697085}, 'southwest': {'lat': 39.9080568197085, 'lng': -104.9897366302915}}}",39.90959,-104.988289,18.9641,1648,City of Northglenn,"['city_hall', 'local_government_office', 'point_of_interest', 'establishment']","{'compound_code': 'W256+RM Northglenn, Colorado, United States', 'global_code': '85FQW256+RM'}","11701 Community Center Drive, Northglenn",1,safety_security
"{'location': {'lat': 39.91141400000001, 'lng': -105.079278}, 'viewport': {'northeast': {'lat': 39.9127732802915, 'lng': -105.0773626197085}, 'southwest': {'lat': 39.9100753197085, 'lng': -105.0800605802915}}}",39.91141400000001,-105.079278,20.6223,1645,Philippine Honorary Consulate - Colorado & S Wyoming,"['embassy', 'point_of_interest', 'establishment']","{'compound_code': 'WW6C+H7 Broomfield, Colorado, United States', 'global_code': '85FPWW6C+H7'}","11811 Upham Street #6, Broomfield",1,safety_security
"{'location': {'lat': 39.9124108, 'lng': -105.0420925}, 'viewport': {'northeast': {'lat': 39.91375898029149, 'lng': -105.0405202197085}, 'southwest': {'lat': 39.91106101970849, 'lng': -105.0432181802915}}}",39.9124108,-105.0420925,19.7802,1602,Redemption City Church,"['church', 'place_of_worship', 'point_of_interest', 'establishment']","{'compound_code': 'WX65+X5 Westminster, Colorado, United States', 'global_code': '85FPWX65+X5'}","11885 Bradburn Boulevard, Westminster",1,safety_security
"{'location': {'lat': 39.91817140000001, 'lng': -104.8672566}, 'viewport': {'northeast': {'lat': 39.91955033029149, 'lng': -104.8659912697085}, 'southwest': {'lat': 39.91685236970849, 'lng': -104.8686892302915}}}",39.91817140000001,-104.8672566,22.5234,1531,United States Postal Service,"['post_office', 'finance', 'local_government_office', 'point_of_interest', 'establishment']","{'compound_code': 'W49M+73 Henderson, Colorado, United States', 'global_code': '85FQW49M+73'}","12210 Brighton Road, Henderson",1,safety_security
"{'location': {'lat': 39.91998999999999, 'lng': -105.069015}, 'viewport': {'northeast': {'lat': 39.9212267802915, 'lng': -105.0676633697085}, 'southwest': {'lat': 39.9185288197085, 'lng': -105.0703613302915}}}",39.91998999999999,-105.069015,21.2177,1629,Broomfield City Hall,"['city_hall', 'local_government_office', 'point_of_interest', 'establishment']","{'compound_code': 'WW9J+X9 Broomfield, Colorado, United States', 'global_code': '85FPWW9J+X9'}","1 Descombes Drive, Broomfield",1,safety_security
"{'location': {'lat': 39.920544, 'lng': -105.068171}, 'viewport': {'northeast': {'lat': 39.9218248302915, 'lng': -105.0668096197085}, 'southwest': {'lat': 39.9191268697085, 'lng': -105.0695075802915}}}",39.920544,-105.068171,21.2535,1628,Broomfield Combined Courts,"['courthouse', 'local_government_office', 'point_of_interest', 'establishment']","{'compound_code': 'WWCJ+6P Broomfield, Colorado, United States', 'global_code': '85FPWWCJ+6P'}","17 Descombes Drive, Broomfield",1,safety_security
"{'location': {'lat': 39.9205642, 'lng': -105.0683343}, 'viewport': {'northeast': {'lat': 39.92182598029149, 'lng': -105.0669313197085}, 'southwest': {'lat': 39.9191280197085, 'lng': -105.0696292802915}}}",39.92056420000001,-105.0683343,21.26,1628,Broomfield Police Department,"['police', 'local_government_office', 'point_of_interest', 'establishment']","{'compound_code': 'WWCJ+6M Broomfield, Colorado, United States', 'global_code': '85FPWWCJ+6M'}","7 Descombes Drive, Broomfield",1,safety_security
"{'location': {'lat': 39.9236082, 'lng': -104.8127221}, 'viewport': {'northeast': {'lat': 39.9246895302915, 'lng': -104.8116183697085}, 'southwest': {'lat': 39.9219915697085, 'lng': -104.8143163302915}}}",39.9236082,-104.8127221,25.5251,1544,County Administrator,"['local_government_office', 'point_of_interest', 'establishment']","{'compound_code': 'W5FP+CW Brighton, Colorado, United States', 'global_code': '85FQW5FP+CW'}","4430 South Adams County Parkway, Brighton",1,safety_security
"{'location': {'lat': 39.92496659999999, 'lng': -105.4843201}, 'viewport': {'northeast': {'lat': 39.9263325802915, 'lng': -105.4829729197085}, 'southwest': {'lat': 39.9236346197085, 'lng': -105.4856708802915}}}",39.92496659999999,-105.4843201,47.0235,2583,Shoshoni Yoga Retreat,"['hindu_temple', 'place_of_worship', 'health', 'point_of_interest', 'establishment']","{'compound_code': 'WGF8+X7 Rollinsville, Colorado, United States', 'global_code': '85FPWGF8+X7'}","1400 Shoshoni Camp Road, Rollinsville",1,safety_security
"{'location': {'lat': 39.929873, 'lng': -105.075374}, 'viewport': {'northeast': {'lat': 39.9310930302915, 'lng': -105.0741231697085}, 'southwest': {'lat': 39.9283950697085, 'lng': -105.0768211302915}}}",39.929873,-105.075374,22.434,1644,Broomfield High School,"['secondary_school', 'school', 'point_of_interest', 'establishment']","{'compound_code': 'WWHF+WV Broomfield, Colorado, United States', 'global_code': '85FPWWHF+WV'}","1 Eagle Way, Broomfield",1,safety_security
"{'location': {'lat': 39.9441354, 'lng': -104.9259601}, 'viewport': {'northeast': {'lat': 39.9452670302915, 'lng': -104.9247475697085}, 'southwest': {'lat': 39.9425690697085, 'lng': -104.9274455302915}}}",39.9441354,-104.9259601,23.4614,1603,Horizon High School,"['school', 'secondary_school', 'point_of_interest', 'establishment']","{'compound_code': 'W3VF+MJ Thornton, Colorado, United States', 'global_code': '85FQW3VF+MJ'}","5321 East 136th Avenue, Thornton",1,safety_security
"{'location': {'lat': 39.9469654, 'lng': -105.0565742}, 'viewport': {'northeast': {'lat': 39.94825623029151, 'lng': -105.0550284197085}, 'southwest': {'lat': 39.94555826970851, 'lng': -105.0577263802915}}}",39.9469654,-105.0565742,23.8085,1632,Aspen Creek PK-8 School,"['primary_school', 'school', 'point_of_interest', 'establishment']","{'compound_code': 'WWWV+Q9 Broomfield, Colorado, United States', 'global_code': '85FPWWWV+Q9'}","5500 Aspen Creek Drive, Broomfield",1,safety_security
"{'location': {'lat': 39.9512286, 'lng': -105.143843}, 'viewport': {'northeast': {'lat': 39.9522921302915, 'lng': -105.1424993697085}, 'southwest': {'lat': 39.9495941697085, 'lng': -105.1451973302915}}}",39.9512286,-105.143843,27.0038,1662,Monarch K-8,"['primary_school', 'school', 'point_of_interest', 'establishment']","{'compound_code': 'XV24+FF Louisville, Colorado, United States', 'global_code': '85FPXV24+FF'}","263 Campus Drive, Louisville",1,safety_security
"{'location': {'lat': 39.9693497, 'lng': -104.7607992}, 'viewport': {'northeast': {'lat': 39.97079918029149, 'lng': -104.7597764697085}, 'southwest': {'lat': 39.9681012197085, 'lng': -104.7624744302915}}}",39.9693497,-104.7607992,32.2588,1570,Adams County Clerk of Courts,"['courthouse', 'point_of_interest', 'establishment']","{'compound_code': 'X69Q+PM Brighton, Colorado, United States', 'global_code': '85FQX69Q+PM'}","1100 Judicial Center Drive, Brighton",1,safety_security
"{'location': {'lat': 39.9724871, 'lng': -105.2463001}, 'viewport': {'northeast': {'lat': 39.9731872802915, 'lng': -105.2445447697085}, 'southwest': {'lat': 39.97048931970851, 'lng': -105.2472427302915}}}",39.9724871,-105.2463001,33.9547,1688,Fairview High School,"['secondary_school', 'school', 'point_of_interest', 'establishment']","{'compound_code': 'XQC3+XF Boulder, Colorado, United States', 'global_code': '85FPXQC3+XF'}","1515 Greenbriar Boulevard, Boulder",1,safety_security
"{'location': {'lat': 39.973214, 'lng': -104.782349}, 'viewport': {'northeast': {'lat': 39.9745656802915, 'lng': -104.7808515697085}, 'southwest': {'lat': 39.9718677197085, 'lng': -104.7835495302915}}}",39.973214,-104.782349,31.5279,1550,Brighton Police Department,"['police', 'point_of_interest', 'establishment']","{'compound_code': 'X6F9+73 Brighton, Colorado, United States', 'global_code': '85FQX6F9+73'}","3401 East Bromley Lane, Brighton",1,safety_security
"{'location': {'lat': 39.97327980000001, 'lng': -104.7824294}, 'viewport': {'northeast': {'lat': 39.9745075802915, 'lng': -104.7812142697085}, 'southwest': {'lat': 39.9718096197085, 'lng': -104.7839122302915}}}",39.97327980000001,-104.7824294,31.5301,1550,Brighton Municipal Court,"['courthouse', 'local_government_office', 'point_of_interest', 'establishment']","{'compound_code': 'X6F9+82 Brighton, Colorado, United States', 'global_code': '85FQX6F9+82'}","3401 East Bromley Lane, Brighton",1,safety_security
"{'location': {'lat': 39.9775611, 'lng': -105.1325451}, 'viewport': {'northeast': {'lat': 39.9789121302915, 'lng': -105.1309900197085}, 'southwest': {'lat': 39.9762141697085, 'lng': -105.1336879802915}}}",39.9775611,-105.1325451,29.1833,1628,Louisville City Hall,"['city_hall', 'local_government_office', 'point_of_interest', 'establishment']","{'compound_code': 'XVH8+2X Louisville, Colorado, United States', 'global_code': '85FPXVH8+2X'}","749 Main Street, Louisville",1,safety_security
"{'location': {'lat': 39.9787553, 'lng': -104.8171304}, 'viewport': {'northeast': {'lat': 39.9799814802915, 'lng': -104.8158848697085}, 'southwest': {'lat': 39.9772835197085, 'lng': -104.8185828302915}}}",39.9787553,-104.8171304,30.4915,1522,Brighton City Hall,"['city_hall', 'local_government_office', 'point_of_interest', 'establishment']","{'compound_code': 'X5HM+G4 Brighton, Colorado, United States', 'global_code': '85FQX5HM+G4'}","500 South 4th Avenue, Brighton",1,safety_security
"{'location': {'lat': 39.97887559999999, 'lng': -105.1323518}, 'viewport': {'northeast': {'lat': 39.9802252302915, 'lng': -105.1308876697085}, 'southwest': {'lat': 39.9775272697085, 'lng': -105.1335856302915}}}",39.97887559999999,-105.1323518,29.3095,1630,Lafayette Louisville Downtown,"['city_hall', 'local_government_office', 'point_of_interest', 'establishment']","{'compound_code': 'XVH9+H3 Louisville, Colorado, United States', 'global_code': '85FPXVH9+H3'}","901 Main Street, Louisville",1,safety_security
"{'location': {'lat': 39.9815876, 'lng': -105.2469769}, 'viewport': {'northeast': {'lat': 39.9830285302915, 'lng': -105.2454520197085}, 'southwest': {'lat': 39.9803305697085, 'lng': -105.2481499802915}}}",39.9815876,-105.2469769,34.771,1659,Adventure Rabbi,"['synagogue', 'place_of_worship', 'point_of_interest', 'establishment']","{'compound_code': 'XQJ3+J6 Boulder, Colorado, United States', 'global_code': '85FPXQJ3+J6'}","825 South Broadway #10, Boulder",1,safety_security
"{'location': {'lat': 39.9863388, 'lng': -104.8177958}, 'viewport': {'northeast': {'lat': 39.9876882302915, 'lng': -104.8166235197085}, 'southwest': {'lat': 39.9849902697085, 'lng': -104.8193214802915}}}",39.9863388,-104.8177958,31.2051,1520,Historic Brighton City Hall,"['city_hall', 'local_government_office', 'point_of_interest', 'establishment']","{'compound_code': 'X5PJ+GV Brighton, Colorado, United States', 'global_code': '85FQX5PJ+GV'}","22 South 4th Avenue, Brighton",1,safety_security
"{'location': {'lat': 39.988843, 'lng': -105.0926594}, 'viewport': {'northeast': {'lat': 39.9899700302915, 'lng': -105.0913079197085}, 'southwest': {'lat': 39.9872720697085, 'lng': -105.0940058802915}}}",39.988843,-105.0926594,29.1308,1587,Flatirons Community Church,"['church', 'place_of_worship', 'point_of_interest', 'establishment']","{'compound_code': 'XWQ4+GW Lafayette, Colorado, United States', 'global_code': '85FPXWQ4+GW'}","355 West South Boulder Road, Lafayette",1,safety_security
"{'location': {'lat': 39.99085939999999, 'lng': -104.8151436}, 'viewport': {'northeast': {'lat': 39.99220828029149, 'lng': -104.8139420697085}, 'southwest': {'lat': 39.98951031970849, 'lng': -104.8166400302915}}}",39.99085939999999,-104.8151436,31.7554,1519,"Sanatan Mandir, Cultural & Community Center","['place_of_worship', 'hindu_temple', 'point_of_interest', 'establishment']","{'compound_code': 'X5RM+8W Brighton, Colorado, United States', 'global_code': '85FQX5RM+8W'}","218 North 6th Avenue, Brighton",1,safety_security
"{'location': {'lat': 39.9943091, 'lng': -105.0176361}, 'viewport': {'northeast': {'lat': 39.9954976802915, 'lng': -105.0163370197085}, 'southwest': {'lat': 39.9927997197085, 'lng': -105.0190349802915}}}",39.9943091,-105.0176361,28.4903,1618,Prospect Ridge Academy,"['primary_school', 'secondary_school', 'school', 'point_of_interest', 'establishment']","{'compound_code': 'XXVJ+PW Broomfield, Colorado, United States', 'global_code': '85FPXXVJ+PW'}","2555 Preble Creek Parkway, Broomfield",1,safety_security
"{'location': {'lat': 39.9998435, 'lng': -105.2441389}, 'viewport': {'northeast': {'lat': 40.0013136802915, 'lng': -105.2427903197085}, 'southwest': {'lat': 39.9986157197085, 'lng': -105.2454882802915}}}",39.9998435,-105.2441389,36.2229,1620,Congregation Har Hashem,"['synagogue', 'place_of_worship', 'point_of_interest', 'establishment']","{'compound_code': 'XQX4+W8 Boulder, Colorado, United States', 'global_code': '85FPXQX4+W8'}","3950 Baseline Road, Boulder",1,safety_security
"{'location': {'lat': 40.0005646, 'lng': -105.2260208}, 'viewport': {'northeast': {'lat': 40.0017129802915, 'lng': -105.2246718697085}, 'southwest': {'lat': 39.9990150197085, 'lng': -105.2273698302915}}}",40.0005646,-105.2260208,35.3836,1611,Islamic Center of Boulder (Official),"['mosque', 'place_of_worship', 'point_of_interest', 'establishment']","{'compound_code': '2Q2F+6H Boulder, Colorado, United States', 'global_code': '85GP2Q2F+6H'}","5495 Baseline Road, Boulder",1,safety_security
"{'location': {'lat': 40.00758099999999, 'lng': -105.2659417}, 'viewport': {'northeast': {'lat': 40.01781555, 'lng': -105.25149865}, 'southwest': {'lat': 39.99877534999999, 'lng': -105.28141525}}}",40.00758099999999,-105.2659417,38.0398,1638,University of Colorado Boulder,"['university', 'point_of_interest', 'establishment']","{'compound_code': '2P5M+2J Boulder, Colorado, United States', 'global_code': '85GP2P5M+2J'}",Boulder,1,safety_security
"{'location': {'lat': 40.008717, 'lng': -105.270784}, 'viewport': {'northeast': {'lat': 40.0100709802915, 'lng': -105.26844135}, 'southwest': {'lat': 40.0073730197085, 'lng': -105.27224875}}}",40.008717,-105.270784,38.3959,1647,Norlin Library,"['library', 'point_of_interest', 'establishment']","{'compound_code': '2P5H+FM Boulder, Colorado, United States', 'global_code': '85GP2P5H+FM'}","1720 Pleasant Street, Boulder",1,safety_security
"{'location': {'lat': 40.0142329, 'lng': -105.2670571}, 'viewport': {'northeast': {'lat': 40.0154260802915, 'lng': -105.2660054697085}, 'southwest': {'lat': 40.0127281197085, 'lng': -105.2687034302915}}}",40.0142329,-105.2670571,38.6815,1621,Naropa University,"['university', 'point_of_interest', 'establishment']","{'compound_code': '2P7M+M5 Boulder, Colorado, United States', 'global_code': '85GP2P7M+M5'}","2130 Arapahoe Avenue, Boulder",1,safety_security
"{'location': {'lat': 40.0144593, 'lng': -105.2887452}, 'viewport': {'northeast': {'lat': 40.01604433029149, 'lng': -105.2874793197085}, 'southwest': {'lat': 40.01334636970849, 'lng': -105.2901772802915}}}",40.0144593,-105.2887452,39.8605,1640,Boulder Municipal Court,"['courthouse', 'local_government_office', 'point_of_interest', 'establishment']","{'compound_code': '2P76+QG Boulder, Colorado, United States', 'global_code': '85GP2P76+QG'}","1777 6th Street, Boulder",1,safety_security
"{'location': {'lat': 40.0145833, 'lng': -105.2885835}, 'viewport': {'northeast': {'lat': 40.01612653029149, 'lng': -105.2872962697085}, 'southwest': {'lat': 40.01342856970849, 'lng': -105.2899942302915}}}",40.0145833,-105.2885835,39.8622,1640,Boulder County Justice Center,"['courthouse', 'local_government_office', 'point_of_interest', 'establishment']","{'compound_code': '2P76+RH Boulder, Colorado, United States', 'global_code': '85GP2P76+RH'}","1777 6th Street, Boulder",1,safety_security
"{'location': {'lat': 40.0227331, 'lng': -105.2236643}, 'viewport': {'northeast': {'lat': 40.02461578029149, 'lng': -105.2221944697085}, 'southwest': {'lat': 40.0219178197085, 'lng': -105.2248924302915}}}",40.0227331,-105.2236643,37.3291,1586,Boulder County Sheriff's Office,"['police', 'local_government_office', 'point_of_interest', 'establishment']","{'compound_code': '2QFG+3G Boulder, Colorado, United States', 'global_code': '85GP2QFG+3G'}","5600 Flatiron Parkway, Boulder",1,safety_security
"{'location': {'lat': 40.022788, 'lng': -105.2235946}, 'viewport': {'northeast': {'lat': 40.02419623029149, 'lng': -105.2221470697085}, 'southwest': {'lat': 40.02149826970849, 'lng': -105.2248450302915}}}",40.022788,-105.2235946,37.3311,1586,Sheriff Department-Detective Division,"['police', 'local_government_office', 'point_of_interest', 'establishment']","{'compound_code': '2QFG+4H Boulder, Colorado, United States', 'global_code': '85GP2QFG+4H'}","5600 Flatiron Parkway, Boulder",1,safety_security
"{'location': {'lat': 40.0333846, 'lng': -105.2723747}, 'viewport': {'northeast': {'lat': 40.0349970802915, 'lng': -105.2710539197085}, 'southwest': {'lat': 40.0322991197085, 'lng': -105.2737518802915}}}",40.03338460000001,-105.2723747,40.6553,1640,Congregation Nevei Kodesh,"['synagogue', 'place_of_worship', 'point_of_interest', 'establishment']","{'compound_code': '2PMH+93 Boulder, Colorado, United States', 'global_code': '85GP2PMH+93'}","1925 Glenwood Drive, Boulder",1,safety_security
"{'location': {'lat': 40.06148859999999, 'lng': -105.1066309}, 'viewport': {'northeast': {'lat': 40.06309498029149, 'lng': -105.1052751697085}, 'southwest': {'lat': 40.06039701970849, 'lng': -105.1079731302915}}}",40.06148859999999,-105.1066309,37.2236,1537,Dawson School,"['primary_school', 'secondary_school', 'school', 'point_of_interest', 'establishment']","{'compound_code': '3V6V+H8 Lafayette, Colorado, United States', 'global_code': '85GP3V6V+H8'}","10455 Dawson Drive, Lafayette",1,safety_security
"{'location': {'lat': 40.06311519999999, 'lng': -105.2023426}, 'viewport': {'northeast': {'lat': 40.0641614802915, 'lng': -105.2015482697085}, 'southwest': {'lat': 40.0614635197085, 'lng': -105.2042462302915}}}",40.06311519999999,-105.2023426,40.347,1580,Boulder Country Day School,"['primary_school', 'secondary_school', 'school', 'point_of_interest', 'establishment']","{'compound_code': '3Q7X+63 Boulder, Colorado, United States', 'global_code': '85GP3Q7X+63'}","4820 Nautilus Court North, Boulder",1,safety_security
"{'location': {'lat': 40.0878951, 'lng': -104.7738652}, 'viewport': {'northeast': {'lat': 40.08896163029149, 'lng': -104.7725239197085}, 'southwest': {'lat': 40.08626366970849, 'lng': -104.7752218802915}}}",40.0878951,-104.7738652,42.9847,1521,Fort Lupton Fire Department,"['fire_station', 'point_of_interest', 'establishment']","{'compound_code': '36QG+5F Fort Lupton, Colorado, United States', 'global_code': '85GQ36QG+5F'}","2999 9th Street, Fort Lupton",1,safety_security
"{'location': {'lat': 40.09875789999999, 'lng': -104.9372433}, 'viewport': {'northeast': {'lat': 40.10010448029149, 'lng': -104.9355768697085}, 'southwest': {'lat': 40.0974065197085, 'lng': -104.9382748302915}}}",40.09875789999999,-104.9372433,40.276,1519,Town of Frederick,"['city_hall', 'local_government_office', 'point_of_interest', 'establishment']","{'compound_code': '33X7+G4 Frederick, Colorado, United States', 'global_code': '85GQ33X7+G4'}","401 Locust Street, Frederick",1,safety_security
